headword,CEFR,level_num
painter,A2,2
painting,A1,1
pair,A1,1
pajamas/pyjamas,B2,4
pal,A2,2
palace,A1,1
pale,B1,3
pallet,B2,4
palm,B1,3
pan,A2,2
pancake,B2,4
pandemic,B2,4
panel,B2,4
panic,A2,2
panic,B2,4
pants,A1,1
papaya,B2,4
paper,A1,1
paperless,B2,4
paperwork,B2,4
parachute,B1,3
parade,B2,4
paradise,B1,3
paradox,B2,4
paragraph,A1,1
paralysis,B2,4
paralyze/paralyse,B1,3
paramedic,B2,4
paratrooper,B2,4
parcel,B1,3
pardon,A1,1
pardon,B1,3
parent,A1,1
parental,B1,3
park,A1,1
park,A2,2
parking,B1,3
parliament,B2,4
parrot,B1,3
part,A2,2
part,B2,4
partial,B1,3
participant,B1,3
participate,B1,3
participation,B2,4
participle,B1,3
particle,B2,4
particular,B2,4
particularly,B1,3
partisan,B2,4
partly,A2,2
partner,A1,1
partnership,B2,4
part-time,B1,3
part-time,B1,3
party,A1,1
pass,A2,2
pass,A2,2
passage,A2,2
passenger,A2,2
passion,B1,3
passionate,B2,4
passionately,B2,4
passive,B1,3
passport,B1,3
password,B1,3
past,B1,3
past,A1,1
past,A1,1
pasta,A2,2
pastor,B2,4
pastoral,B2,4
patch,B2,4
path,A2,2
patience,B1,3
patient,B1,3
patient,A2,2
patiently,B2,4
patriot,B2,4
patriotic,B2,4
patriotism,B2,4
patrol,B1,3
patron,B2,4
pattern,B1,3
pause,B1,3
pause,B1,3
pave,B2,4
pavement,B2,4
paw,B2,4
pawnbroker,B2,4
pawnshop,B2,4
pay,A1,1
pay,A1,1
payment,B2,4
PC,A2,2
pea,A2,2
peace,A1,1
peaceful,A2,2
peacefully,B2,4
peach,B2,4
peak,B2,4
peanut,B1,3
pear,A2,2
pearl,B2,4
pebble,B2,4
peculiar,B1,3
pedal,B2,4
pedantic,B2,4
pedestrian,B2,4
pee,B2,4
peel,B2,4
peel,B2,4
peep,B2,4
peer,B2,4
peg,B2,4
pen,A1,1
penalize/penalise,B2,4
penalty,B2,4
pence,A2,2
pencil,A1,1
penetrate,B2,4
penfriend/pen friend,A2,2
penguin,B2,4
penicillin,B2,4
penniless,B1,3
penny,B1,3
pension,B2,4
pentagon,B2,4
people,A1,1
pepper,A2,2
per,B1,3
perceive,B2,4
percent/per cent,B1,3
percentage,B2,4
perception,B2,4
perfect,A2,2
perfectly,A2,2
perform,A2,2
performance,A2,2
performer,B1,3
perfume,A2,2
perhaps,A2,2
period,A1,1
permanence,B2,4
permanent,B1,3
permanently,B1,3
permeate,B2,4
permission,A2,2
permit,B1,3
perseverance,B2,4
persist,B2,4
persistence,B2,4
persistent,B2,4
person,A1,1
personal,A1,1
personality,A2,2
personally,B1,3
personification,B2,4
personify,B2,4
personnel,B2,4
perspective,B2,4
perspiration,B2,4
persuade,B1,3
persuasion,B2,4
persuasive,B1,3
pessimist,B2,4
pessimistic,B2,4
pet,A1,1
petrified,B2,4
petrol,A2,2
petrol station,A2,2
petty,B2,4
pH,B2,4
phantom,B1,3
pharmacist,B2,4
pharmacy,B1,3
phase,B2,4
phenomenon,B1,3
philosopher,B1,3
philosophical,B2,4
philosophy,B1,3
phoenix,B1,3
phone,A1,1
phone,A1,1
photo,A1,1
photocopy,B1,3
photograph,A2,2
photograph,B2,4
photographer,A2,2
photography,A2,2
phrasal verb,B1,3
phrase,B1,3
physical,A2,2
physically,A2,2
physician,B2,4
physics,B1,3
pi,B2,4
piano,A1,1
pick,B1,3
pick,A1,1
pickle,B2,4
picky,B2,4
picnic,A1,1
picture,A1,1
picture,B2,4
picturesque,B2,4
pie,B1,3
piece,A1,1
piety,B1,3
pig,A1,1
pile,A2,2
pilgrim,A2,2
pill,A2,2
pillow,B1,3
pillowcase,B2,4
pilot,A2,2
pin,B2,4
pin,B1,3
pine,B2,4
pineapple,B1,3
pink,A1,1
pink,A2,2
pint,B2,4
pipe,B1,3
piracy,B2,4
pirate,B2,4
pit,B1,3
pitch,B2,4
pitch,B2,4
pity,A2,2
pizza,A1,1
place,A1,1
place,B1,3
plague,B2,4
plain,B1,3
plan,A1,1
plan,B1,3
plane,A1,1
planet,A2,2
planning,B2,4
plant,A2,2
plant,B1,3
plastic,A2,2
plastic,B1,3
plate,A2,2
platform,B1,3
play,A1,1
play,A1,1
player,A1,1
playful,A2,2
playground,A2,2
playmate,B2,4
playwright,B2,4
plead,B2,4
pleasant,A2,2
pleasantly,B1,3
please,A1,1
please,B1,3
pleased,A2,2
pleasing,A2,2
pleasure,A1,1
plenty,A2,2
plenty,B1,3
plot,B2,4
pluck,B2,4
plug,B1,3
plug,B2,4
plum,B2,4
plumber,B2,4
plural,A2,2
plus,B1,3
plus,B2,4
plus,A2,2
pneumonia,B2,4
pocket,A1,1
pocket money,B1,3
poem,A1,1
poet,B1,3
poetry,B1,3
point,A1,1
point,A2,2
point of view,B2,4
pointless,B2,4
poison,B1,3
poison,B2,4
poisonous,B1,3
polar bear,B2,4
pole,B1,3
police,A2,2
police officer,A2,2
police station,A2,2
policeman,A2,2
policewoman,A2,2
policy,B1,3
polio,B2,4
polish,B2,4
polite,A2,2
politely,B1,3
politeness,B2,4
political,A2,2
politically,B2,4
politician,B1,3
politics,B1,3
polity,B2,4
pollutant,B1,3
pollute,A2,2
pollution,A1,1
polo,B2,4
pond,B1,3
ponder,B2,4
pool,A1,1
poor,A1,1
pop,A1,1
pop,B2,4
popcorn,B1,3
popular,A2,2
popularity,B2,4
popularize/popularise,B2,4
population,A2,2
porch,B2,4
pork,B1,3
port,B1,3
portion,B2,4
portrait,A2,2
pose,B2,4
posh,B2,4
position,A2,2
positive,B1,3
positively,B1,3
possess,B1,3
possessed,B2,4
possession,B1,3
possessive,B1,3
possibility,B1,3
possible,A2,2
possibly,A2,2
post,A1,1
post,A2,2
post office,A2,2
postal,B2,4
postcard,B1,3
poster,A1,1
postman,B1,3
postpone,B2,4
pot,B1,3
potato,A1,1
potent,B2,4
potential,B2,4
potential,B1,3
potentially,B2,4
pottery,B1,3
pound,B1,3
pound,B2,4
pour,A2,2
poverty,B1,3
powder,B1,3
powder,B2,4
power,A2,2
powerful,A2,2
powerfully,B2,4
practical,B1,3
practicality,B2,4
practically,B2,4
practice,A1,1
practice/practise,A1,1
praise,B1,3
praise,B2,4
prance,B2,4
prawn,B2,4
pray,A1,1
prayer,B1,3
precede,B2,4
precious,B1,3
precise,A2,2
precisely,B2,4
predicament,B2,4
predicate,B2,4
predicative,B2,4
predict,A2,2
predictable,B2,4
prediction,A2,2
predictive,B2,4
predictor,B2,4
prefect,B2,4
prefer,A2,2
preferable,B2,4
preferably,B2,4
preference,B1,3
prefix,B1,3
pregnant,B1,3
prehistoric,B2,4
prehuman,B2,4
preindustrial,B2,4
prejudge,B2,4
prejudice,B1,3
preliminary,B2,4
preoccupy,B2,4
preparation,B1,3
prepare,A2,2
prepared,B1,3
preposition,B1,3
preschool,B1,3
prescribe,B2,4
prescription,B1,3
presence,B1,3
present,B1,3
present,A1,1
present,B2,4
presentation,B1,3
presenter,B2,4
preservation,B1,3
preserve,B1,3
presidency,B2,4
president,B1,3
presidential,B2,4
press,B1,3
press,B1,3
pressure,A2,2
prestige,B2,4
prestigious,B2,4
presumably,B2,4
pretend,B2,4
pretend,A2,2
pretty,A1,1
pretty,A2,2
prevail,B2,4
prevent,A2,2
prevention,B2,4
preventive,B2,4
previous,B1,3
previously,B2,4
price,A1,1
price,B2,4
priceless,B2,4
prick,B2,4
pride,A2,2
priest,B1,3
primarily,B1,3
primary,B2,4
primary school,B1,3
prime,B2,4
prime minister,B2,4
primitive,B1,3
prince,A1,1
princess,A1,1
principal,A2,2
principal,B2,4
principle,B1,3
print,B1,3
print,A2,2
printer,A2,2
prior,B2,4
priority,B2,4
prison,B1,3
prisoner,B1,3
privacy,B1,3
private,A2,2
privately,B2,4
privilege,B2,4
prize,B1,3
pro,A2,2
probability,B1,3
probable,B2,4
probably,A2,2
probe,B2,4
problem,A1,1
procedure,B2,4
proceed,B1,3
process,B1,3
process,B2,4
proclaim,B1,3
procrastination,B1,3
produce,A2,2
producer,B1,3
product,A2,2
production,A2,2
productive,B1,3
profession,B1,3
professional,A2,2
professional,B2,4
professor,B1,3
profile,B2,4
profit,B2,4
profitable,B2,4
program/programme,A1,1
program/programme,B1,3
programmer,B2,4
programming,B2,4
progress,B1,3
progress,B2,4
progressive,A2,2
prohibit,B2,4
prohibition,B1,3
project,B2,4
project,B2,4
projection,B2,4
prom,B2,4
prominence,B2,4
prominent,B1,3
promise,A2,2
promise,B1,3
promote,B1,3
promotion,B1,3
prompt,B2,4
prompt,B2,4
prompt,B2,4
promptly,B2,4
pronoun,B1,3
pronounce,A2,2
pronunciation,A2,2
proof,B1,3
proper,A2,2
properly,B1,3
property,B1,3
proponent,B2,4
proportion,B1,3
proposal,B1,3
propose,B1,3
proposed,B2,4
prose,B2,4
prosecute,B2,4
prospect,B2,4
prosper,B2,4
prosperity,B1,3
prosperous,B1,3
protect,B1,3
protection,B1,3
protective,B1,3
protest,B1,3
protest,B2,4
proud,B1,3
proudly,B2,4
prove,B1,3
proven,B2,4
proverb,B1,3
provide,A2,2
provided,B1,3
province,B2,4
provision,B2,4
proximity,B2,4
psychological,B1,3
psychologically,B2,4
psychologist,A2,2
psychology,B2,4
pub,B1,3
public,B1,3
public,A2,2
public transport,B1,3
publication,B2,4
publicity,B2,4
publicize/publicise,B2,4
publicly,B1,3
publish,A2,2
publisher,B1,3
pudding,B2,4
pull,A2,2
pullover,B1,3
pulse,B2,4
pump,B1,3
pumpkin,B2,4
punch,B2,4
punch,B2,4
punctual,B2,4
punctuality,B2,4
punctuation,A2,2
punish,B1,3
punishment,B1,3
pupil,B1,3
puppy,B1,3
purchase,B2,4
purchase,B2,4
pure,B1,3
purify,B1,3
purple,A2,2
purple,A1,1
purpose,A2,2
purposeful,B2,4
purse,B1,3
pursue,A2,2
pursuit,B2,4
push,B1,3
push,A1,1
put,A1,1
puzzle,B1,3
puzzled,B2,4
quake,B1,3
qualification,B2,4
qualified,B1,3
qualify,B1,3
quality,B1,3
quality,A2,2
quantify,B2,4
quantity,B1,3
quarantine,B2,4
quarrel,B2,4
quarrel,B2,4
quarrelsome,B2,4
quarter,A1,1
queen,A2,2
queer,B2,4
query,B2,4
question,A1,1
question,B2,4
question mark,B1,3
questionnaire,B1,3
queue,B1,3
queue,B2,4
quick,A2,2
quickly,A1,1
quiet,A1,1
quiet,B2,4
quietly,A2,2
quit,B2,4
quit,A2,2
quite,A2,2
quiz,A2,2
quotable,B2,4
quotation,B2,4
quote,B2,4
quote,B2,4
rabbit,A1,1
race,B1,3
race,B1,3
racial,B1,3
racism,B2,4
racist,B2,4
rack,B2,4
racket,A2,2
radar,B2,4
radiate,B2,4
radiation,B1,3
radical,B2,4
radically,B2,4
radio,A1,1
radium,B2,4
rafter,B2,4
rag,B2,4
rage,B1,3
rail,B1,3
railroad,B1,3
railway,B1,3
rain,A1,1
rain,A1,1
rainbow,B2,4
raincoat,A2,2
rainfall,B1,3
rainforest,B1,3
rainstorm,B2,4
rainy,A1,1
raise,A2,2
rally,B2,4
ram,B2,4
ramp,B2,4
range,A2,2
range,B2,4
ranger,B2,4
rank,B1,3
rap,A2,2
rap,B1,3
rape,B2,4
rape,B2,4
rapid,B1,3
rapidly,B1,3
rare,B1,3
rarely,B1,3
rash,B2,4
raspberry,B1,3
rat,A1,1
rate,A2,2
rate,B2,4
rather,A2,2
rating,A2,2
ration,B1,3
rational,B1,3
rattle,B2,4
ravage,B2,4
raw,A2,2
ray,A2,2
razor,B1,3
're,A1,1
reach,B1,3
reach,A2,2
react,B1,3
reaction,B2,4
read,A1,1
reader,A1,1
readily,B2,4
reading,A1,1
ready,A1,1
real,A1,1
real,A1,1
real estate,B2,4
realistic,B1,3
reality,B1,3
realization/realisation,B2,4
realize/realise,A2,2
really,A1,1
rear,B2,4
rearrange,B1,3
reason,A1,1
reasonable,B1,3
reasonably,B2,4
rebel,B2,4
rebel,B2,4
rebellious,B2,4
rebuild,B1,3
recall,B1,3
receipt,A2,2
receive,A2,2
recent,A2,2
recently,A2,2
reception,B1,3
receptionist,A2,2
recession,B2,4
recipe,B2,4
recite,B1,3
reckon,B2,4
reclaim,B1,3
recognition,B2,4
recognize/recognise,B1,3
recollect,B2,4
recollection,B2,4
recommend,B1,3
recommendable,B2,4
recommendation,B2,4
reconsider,B2,4
record,B1,3
record,A2,2
recording,B1,3
recover,B1,3
recovery,B1,3
recreation,B2,4
recruit,B2,4
rectangular,B2,4
recycle,A2,2
recycled,B1,3
recycling,B1,3
red,A1,1
red,A2,2
redo,B2,4
reduce,B1,3
reduction,B1,3
redundant,B2,4
reed,B2,4
reef,B1,3
refer,A2,2
referee,B1,3
reference,B2,4
referent,B2,4
refinery,B2,4
reflect,A2,2
reflection,B1,3
reflective,B2,4
reform,B2,4
refrain,B2,4
refresh,B2,4
refreshments,B1,3
refrigerator,A2,2
refuge,B2,4
refugee,B2,4
refund,B1,3
refusal,B1,3
refuse,B1,3
refuse,B1,3
refute,B2,4
regain,B1,3
regard,B2,4
regard,B1,3
regarding,B1,3
regardless,B2,4
reggae,B2,4
regime,B2,4
region,B1,3
regional,B1,3
register,B1,3
register,B1,3
registration,B1,3
regret,B2,4
regret,A2,2
regrettably,B2,4
regular,A2,2
regularly,A2,2
regulate,B2,4
regulation,B1,3
rehearsal,B2,4
reinforce,B2,4
reinforcement,B2,4
reject,B1,3
rejection,B2,4
rejoin,B2,4
relate,B1,3
related,B2,4
relation,B1,3
relationship,B1,3
relative,B1,3
relative,B1,3
relatively,B1,3
relativity,B2,4
relax,A2,2
relaxation,B2,4
relaxed,A2,2
relaxing,B1,3
relay,B2,4
release,A2,2
release,B1,3
relevant,B2,4
reliable,B1,3
relic,B2,4
relief,B2,4
relieve,B2,4
relieved,B2,4
religion,B1,3
religious,B1,3
reluctant,B2,4
rely,B1,3
remain,A2,2
remainder,B1,3
remaining,B2,4
remains,B2,4
remark,B2,4
remark,B1,3
remarkable,B1,3
remarkably,B2,4
remedy,B1,3
remember,A1,1
remembrance,B1,3
remind,A2,2
reminder,B2,4
remote,A2,2
remote control,B1,3
remove,B1,3
renew,B1,3
rent,A2,2
rent,A2,2
rental,B2,4
reorganize/reorganise,B2,4
repaint,B2,4
repair,A2,2
repair,A2,2
repay,B1,3
repeat,A1,1
repeatedly,B1,3
repertoire,B2,4
repetition,B2,4
replace,A2,2
replacement,B2,4
replica,B2,4
reply,A2,2
reply,B1,3
report,A2,2
report,B1,3
reporter,A1,1
represent,A2,2
representative,B1,3
repress,B2,4
repression,B2,4
reprint,B2,4
reproduce,B1,3
reprove,B2,4
republic,B1,3
reputation,B1,3
request,A2,2
request,B1,3
require,B1,3
requirement,B1,3
rescue,B1,3
rescue,B1,3
research,A2,2
research,B2,4
researcher,B1,3
resemble,B1,3
reservation,B1,3
reserve,B1,3
reserve,B1,3
residence,B2,4
resident,B1,3
resident,B2,4
residential,B1,3
resign,B2,4
resignation,B2,4
resist,B1,3
resistance,B2,4
resolution,B2,4
resolve,B1,3
resonant,B2,4
resort,B1,3
resource,B1,3
respect,B1,3
respect,B1,3
respectable,B1,3
respectably,B2,4
respected,B2,4
respiration,B2,4
respiratory,B2,4
respond,B1,3
response,A2,2
responsibility,B1,3
responsible,B1,3
rest,B1,3
rest,B1,3
restaurant,A1,1
restore,B1,3
restrict,B1,3
restriction,B2,4
result,A1,1
result,B1,3
resume,B2,4
retail,B1,3
retailer,B2,4
retain,B1,3
retard,B2,4
retell,B1,3
retina,B2,4
retire,A2,2
retired,A2,2
retirement,B2,4
retreat,B2,4
retreat,B2,4
retrieve,B2,4
retrospect,B1,3
return,A2,2
return,A2,2
reunification,B1,3
reunify,B1,3
reunion,A2,2
reveal,A2,2
revelation,B2,4
revenge,B2,4
revenue,B2,4
reverence,B2,4
reverse,B2,4
review,A1,1
review,B2,4
revise,B1,3
revision,B1,3
revival,B2,4
revive,B2,4
revolution,B2,4
revolutionary,B2,4
revolutionize/revolutionise,B2,4
revolve,B2,4
reward,B1,3
reward,B2,4
rewrite,B1,3
rhinoceros,B2,4
rhyme,B2,4
rhythm,A2,2
rhythmic,B2,4
rib,B2,4
ribbon,A1,1
rice,A1,1
rich,A1,1
rid,B1,3
riddle,B2,4
riddle,B1,3
ride,A1,1
ride,A1,1
rider,B2,4
ridge,B2,4
ridiculous,B1,3
right,A1,1
right,A1,1
right,A2,2
righteousness,B2,4
right-hand,A2,2
rightly,B2,4
rim,B2,4
ring,A2,2
ring,A1,1
rip,B2,4
ripe,B1,3
rise,B1,3
rise,B1,3
risk,B1,3
risk,B2,4
risky,B2,4
rite,B2,4
ritual,B2,4
rival,B2,4
river,A1,1
road,A2,2
roadside,B1,3
roam,B2,4
roar,B2,4
roast,B2,4
roast,A2,2
rob,A2,2
robbery,A2,2
robin,A2,2
robot,B1,3
rock,A2,2
rock,B2,4
rocket,B2,4
rocky,B2,4
role,A1,1
roll,A2,2
roll,B2,4
rolling,B1,3
romance,A2,2
romantic,A2,2
roof,A2,2
room,A1,1
room,B1,3
roommate,B2,4
root,A2,2
rope,A2,2
rose,A1,1
rosy,B2,4
rotten,B1,3
rough,B1,3
roughly,A2,2
round,B1,3
round,A2,2
round,B1,3
round,B2,4
round,B2,4
roundabout,A2,2
route,B2,4
routine,B1,3
row,A1,1
row,B2,4
royal,A2,2
royalty,B2,4
rub,B2,4
rubber,B1,3
rubbish,B1,3
rubble,B2,4
rude,A1,1
rudely,B1,3
rug,B2,4
rugby,A2,2
ruin,B1,3
ruin,A2,2
ruinous,B2,4
rule,A1,1
rule,B2,4
ruler,A1,1
rumor/rumour,A2,2
run,A1,1
run,A1,1
runaway,B1,3
runner,A2,2
running,A2,2
runway,B1,3
rural,B2,4
rush,A2,2
rush,B1,3
rush hour,B2,4
rusty,B2,4
's,A1,1
sack,B2,4
sacred,B1,3
sad,A1,1
sadly,A2,2
sadness,B1,3
safari,B1,3
safe,A2,2
safeguard,B1,3
safeguard,B2,4
safely,B1,3
safety,B1,3
sag,B2,4
sage,B2,4
sail,B2,4
sailing,A2,2
sailor,A1,1
sake,A2,2
salad,A1,1
salary,B2,4
sale,A1,1
salesman,B1,3
salesmanship,B2,4
salesperson,B2,4
saleswoman,B2,4
salmon,B1,3
salon,B2,4
salsa,B2,4
salt,A2,2
salty,B2,4
same,A1,1
same,A1,1
same,A1,1
sample,A2,2
sand,B1,3
sandal,B1,3
sandstone,B2,4
sandwich,A1,1
sandy,A2,2
sanitary,B2,4
sanitation,B2,4
satellite,B1,3
satisfaction,B1,3
satisfactory,B2,4
satisfied,B1,3
satisfy,A2,2
Saturday,A1,1
sauce,A2,2
saucepan,B1,3
saucer,B1,3
sausage,A2,2
save,A1,1
saving/savings,B2,4
saw,A1,1
saw,B2,4
say,B2,4
say,A1,1
scale,A2,2
scan,B1,3
scan,B2,4
scandal,B2,4
scar,B2,4
scarcely,B2,4
scare,B1,3
scared,B1,3
scarf,A2,2
scarlet,B2,4
scary,B1,3
scatter,B1,3
scene,A2,2
scenery,A2,2
scenic,B1,3
scent,B2,4
schedule,A2,2
schedule,B2,4
scheduled,B2,4
scheme,B2,4
scholar,B1,3
scholarship,B1,3
scholasticism,B2,4
school,A1,1
schoolchild,A2,2
schoolgirl,B2,4
schoolmate,B1,3
schoolteacher,B1,3
schoolwork,A2,2
science,A1,1
science fiction,B1,3
scientific,A2,2
scientifically,B2,4
scientist,A1,1
scissors,A2,2
scold,B1,3
scooter,B2,4
scope,B1,3
score,B1,3
score,B1,3
scramble,B2,4
scratch,B1,3
scratch,B2,4
scream,A2,2
scream,B1,3
screen,A2,2
screen,B2,4
screw,A2,2
screw,B2,4
scribble,B2,4
script,A2,2
scrooge,B2,4
scuba,B2,4
sculpture,B1,3
scythe,B2,4
sea,A1,1
seafood,A2,2
seal,B2,4
search,A2,2
search,B1,3
seaside,A2,2
season,B1,3
seasonal,B2,4
seat,A1,1
seawater,B1,3
seaweed,B1,3
second,A1,1
second,B1,3
second,A2,2
second,A2,2
second person,B2,4
secondary,B2,4
secondary school,B1,3
second-hand,B1,3
second-hand,B1,3
secondly,B2,4
secret,B1,3
secret,A2,2
secretary,A2,2
secretly,B1,3
section,A1,1
sector,B2,4
secure,B1,3
security,B1,3
see,A1,1
seed,A2,2
seek,A2,2
seem,A2,2
seesaw,B2,4
segment,B2,4
seize,B1,3
seldom,B2,4
select,B1,3
select,B2,4
selection,B1,3
self,A1,1
self-confidence,B2,4
self-confident,B2,4
selfish,B1,3
selfless,B2,4
self-service,B1,3
sell,A1,1
seller,B2,4
semester,A2,2
semicolon,B2,4
semi-final,B2,4
seminar,B2,4
senator,B2,4
send,A2,2
senior,A2,2
senior,A2,2
sensation,B1,3
sense,A2,2
sense,B2,4
sensible,B2,4
sensitive,B2,4
sentence,A1,1
sentence,B2,4
separate,A2,2
separate,B2,4
separately,B2,4
separation,B1,3
September,A1,1
sequence,B1,3
serene,B2,4
serial,B2,4
series,B1,3
serious,B1,3
seriously,A2,2
servant,B2,4
serve,A2,2
server,B1,3
service,B1,3
service,B1,3
session,B1,3
set,A2,2
set,A1,1
setback,B2,4
setting,B1,3
settle,B1,3
settlement,B1,3
settler,B1,3
seven,A1,1
seventeen,A1,1
seventy,A1,1
several,A2,2
several,A2,2
severe,B1,3
severely,B1,3
sew,A2,2
sex,B1,3
sexism,B2,4
sexual,B2,4
sexy,B2,4
shabby,B2,4
shade,A2,2
shadow,A2,2
shadow,B1,3
shadowy,B1,3
shake,A1,1
shake,B1,3
shaken,B2,4
Shakespearean,B2,4
shaky,B2,4
shall,A2,2
shallow,B1,3
shame,B1,3
shameful,B1,3
shampoo,A2,2
shape,A2,2
shape,B1,3
share,A2,2
share,A1,1
sharp,B1,3
sharp,B2,4
sharply,B2,4
shatter,B2,4
shave,B1,3
she,A1,1
shed,B2,4
sheep,A1,1
sheer,B1,3
sheet,B1,3
shelf,A1,1
shell,A2,2
shell,B2,4
shelter,B1,3
sheriff,B1,3
shield,B2,4
shift,B2,4
shift,B1,3
shine,A2,2
shiny,B1,3
ship,A1,1
ship,B1,3
shipping,B2,4
shipwreck,B2,4
shirt,A1,1
shiver,B1,3
shock,A2,2
shock,B2,4
shocked,B1,3
shocking,B1,3
shoe,A1,1
shoot,A2,2
shooting,B2,4
shop,A1,1
shop,B1,3
shop assistant,A2,2
shopkeeper,B2,4
shoplift,B2,4
shoplifter,B2,4
shoplifting,B2,4
shopper,B1,3
shopping,A1,1
shore,A2,2
short,A1,1
short,A1,1
short/shorts,A2,2
shortage,B1,3
shortly,B1,3
shortness,B2,4
short-term,B2,4
shot,A2,2
should,A1,1
shoulder,A1,1
shout,A2,2
shout,B1,3
show,A2,2
show,A1,1
showbiz,B2,4
showcase,B2,4
shower,A1,1
shower,B2,4
shrimp,B1,3
shrink,B2,4
shrink,B2,4
shrug,B2,4
shut,B1,3
shut,A2,2
shy,A1,1
sick,A1,1
sickness,B1,3
side,A1,1
sidewalk,B1,3
sigh,B1,3
sigh,B2,4
sight,A1,1
sightseeing,A2,2
sign,A1,1
sign,B1,3
signal,B1,3
signature,B1,3
significance,B1,3
significant,A2,2
significantly,B2,4
signify,B2,4
signpost,B1,3
silence,A2,2
silent,B1,3
silently,A2,2
silk,B1,3
silly,A2,2
silver,A2,2
silver,A2,2
silverware,B2,4
similar,A2,2
similarity,B1,3
similarly,B1,3
simple,A2,2
simplification,B2,4
simplify,B1,3
simply,A2,2
simultaneous,B2,4
simultaneously,B1,3
since,B2,4
since,B1,3
since,A2,2
sincere,B2,4
sincerity,B2,4
sing,A1,1
singer,A1,1
singing,A2,2
single,A2,2
single,B1,3
singular,A2,2
singular,A2,2
sink,A2,2
sink,B1,3
sir,A1,1
sister,A1,1
sister-in-law,B2,4
sit,A1,1
site,A1,1
sitting room,A2,2
situation,A2,2
six,A1,1
sixteen,A1,1
sixty,A1,1
size,A1,1
skate,A2,2
skate,B1,3
skateboard,B2,4
skateboarder,B2,4
skateboarding,A2,2
skating,A2,2
skeleton,B1,3
sketch,B2,4
ski,A2,2
ski,B1,3
skiing,A2,2
skill,A1,1
skilled,B2,4
skillful/skilful,B2,4
skillfully/skilfully,B2,4
skim,B2,4
skin,B1,3
skip,B2,4
skirt,A1,1
sky,A1,1
skylark,B2,4
skyscraper,B1,3
skyward,B2,4
slam,B2,4
slang,B2,4
slap,B2,4
slap,B2,4
slash,B2,4
slaughter,B2,4
slave,A2,2
slavery,B1,3
sleep,B1,3
sleep,A1,1
sleepless,A2,2
sleepy,A2,2
sleeve,B1,3
slice,A2,2
slice,B2,4
slide,A2,2
slide,B2,4
slight,B2,4
slight,B1,3
slightly,B1,3
slim,A2,2
slip,B1,3
slip,B1,3
sliver,B2,4
slogan,B1,3
slope,B1,3
sloppy,B2,4
slot,B1,3
slow,A1,1
slow,B1,3
slow,B1,3
slowly,A2,2
small,A1,1
smart,A1,1
smash,B2,4
smell,A1,1
smell,B1,3
smile,A1,1
smile,B1,3
smith,A1,1
smoke,A1,1
smoke,A2,2
smoker,B1,3
smokestack,B2,4
smoking,A1,1
smooth,A2,2
smoothly,A2,2
snack,A2,2
snake,A1,1
snap,B2,4
sneak,B2,4
sneer,B2,4
sneeze,B1,3
sneeze,B2,4
sniff,B2,4
snore,B2,4
snore,B2,4
snow,A1,1
snow,A2,2
snowball,B2,4
snowboard,B1,3
snowboarding,A2,2
snowstorm,B1,3
snowy,A1,1
so,A2,2
so,A1,1
soak,B2,4
soak,B2,4
soaked,B2,4
soaking,B2,4
soap,A2,2
soap opera,B1,3
soar,B2,4
sob,B2,4
so-called,B2,4
soccer,A1,1
sociable,B2,4
social,A1,1
social networking,B1,3
socialize/socialise,B2,4
socially,B1,3
society,A2,2
sock,A2,2
soda,A2,2
sofa,A1,1
soft,A2,2
soft drink,A2,2
softly,A2,2
softness,B2,4
software,A2,2
soil,B2,4
soil,B1,3
solar,B2,4
soldier,A2,2
solid,B1,3
solidity,B2,4
soliloquy,B2,4
solo,B2,4
solo,B2,4
solo,B2,4
solution,A2,2
solve,A1,1
solvent,B2,4
some,A1,1
some,A1,1
somebody,A2,2
someday,A2,2
somehow,B1,3
someone,A1,1
someplace,B1,3
something,A1,1
sometime,B1,3
sometimes,B1,3
somewhat,B2,4
somewhere,A2,2
son,A1,1
song,A1,1
son-in-law,B2,4
sonnet,B2,4
soon,A1,1
soothe,B1,3
sophisticated,B2,4
sophomore,B1,3
sore,B1,3
sorrow,B1,3
sorry,A1,1
sort,B1,3
sort,B2,4
soul,B1,3
sound,B2,4
sound,A2,2
sound,A2,2
soundtrack,B2,4
soup,A1,1
sour,B1,3
source,A2,2
south,A2,2
south,A2,2
south,A2,2
southeast,B1,3
southeast,B1,3
southern,B1,3
southward,B2,4
southwest,B1,3
southwest,B1,3
souvenir,B1,3
Soviet,B2,4
soybean,B2,4
spa,B2,4
space,A2,2
spaceship,A2,2
spaghetti,A2,2
span,B2,4
spare,B2,4
spare,B2,4
sparerib,B2,4
spark,B2,4
sparkle,B1,3
sparkling,B2,4
sparrow,B2,4
speak,A1,1
speaker,A2,2
special,A1,1
specialist,B1,3
specialize/specialise,B1,3
specially,B1,3
specialty,B2,4
species,B2,4
specific,A2,2
specifically,B2,4
specify,B2,4
spectacle,B2,4
spectacular,B1,3
spectator,B1,3
speech,A1,1
speed,A2,2
speed,B1,3
speeder,B2,4
spell,A1,1
spell,A2,2
spellbound,B2,4
spelling,B1,3
spend,A1,1
sphere,B1,3
spice,B1,3
spicy,B1,3
spider,B1,3
spill,A2,2
spin,B2,4
spinach,B1,3
spiral,B1,3
spirit,B1,3
spiritual,B1,3
spite,B2,4
splash,B2,4
splash,A2,2
splatter,B2,4
split,A2,2
